epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5012130737304688,0.5013682842254639,1.2693425416946411,0.5012130737304688,0.5012130737304688,0.7666666507720947,0.7666666507720947,0.7685790657997131,0.7666666507720947,0.7666666507720947
1,0.5076829791069031,0.5062624216079712,0.736437976360321,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.71187824010849,0.7666666507720947,0.7666666507720947
2,0.5076829791069031,0.50898677110672,0.7103527188301086,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.5,0.70464026927948,0.7666666507720947,0.7666666507720947
3,0.5076829791069031,0.5044678449630737,0.7022873163223267,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6929792761802673,0.7666666507720947,0.7666666507720947
4,0.5076829791069031,0.4994644522666931,0.6981748938560486,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6893147826194763,0.7666666507720947,0.7666666507720947
5,0.5076829791069031,0.5030798316001892,0.6958746314048767,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6881777048110962,0.7666666507720947,0.7666666507720947
6,0.5076829791069031,0.5044428706169128,0.6945440173149109,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6846048831939697,0.7666666507720947,0.7666666507720947
7,0.5076829791069031,0.5059788823127747,0.6938185691833496,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6878128051757812,0.7666666507720947,0.7666666507720947
8,0.5076829791069031,0.5077353119850159,0.693348228931427,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6903842687606812,0.7666666507720947,0.7666666507720947
9,0.5076829791069031,0.4960586130619049,0.6932724714279175,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6880404949188232,0.7666666507720947,0.7666666507720947
10,0.5076829791069031,0.5063973665237427,0.6931410431861877,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.688065230846405,0.7666666507720947,0.7666666507720947
