epoch,accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1
0,0.5058633089065552,0.505351185798645,1.3761520385742188,0.5058633089065552,0.5058633089065552,0.7666666507720947,0.7666666507720947,0.7965520620346069,0.7666666507720947,0.7666666507720947
1,0.5064698457717896,0.5000497102737427,0.7495306134223938,0.5064698457717896,0.5064698457717896,0.7666666507720947,0.7666666507720947,0.715069591999054,0.7666666507720947,0.7666666507720947
2,0.5078851580619812,0.503434956073761,0.7150931358337402,0.5078851580619812,0.5078851580619812,0.7666666507720947,0.7666666507720947,0.700438380241394,0.7666666507720947,0.7666666507720947
3,0.5076829791069031,0.5035389065742493,0.7057278156280518,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6966075897216797,0.7666666507720947,0.7666666507720947
4,0.5076829791069031,0.49941501021385193,0.7007944583892822,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6929753422737122,0.7666666507720947,0.7666666507720947
5,0.5076829791069031,0.5060231685638428,0.6976922750473022,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6915825605392456,0.7666666507720947,0.7666666507720947
6,0.502021849155426,0.5004705786705017,0.6958352327346802,0.502021849155426,0.502021849155426,0.7666666507720947,0.7666666507720947,0.686743974685669,0.7666666507720947,0.7666666507720947
7,0.5076829791069031,0.5044940710067749,0.6946863532066345,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.687155544757843,0.7666666507720947,0.7666666507720947
8,0.5076829791069031,0.5020174980163574,0.6939966082572937,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.685904324054718,0.7666666507720947,0.7666666507720947
9,0.5076829791069031,0.4956597685813904,0.693621039390564,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.68556809425354,0.7666666507720947,0.7666666507720947
10,0.5076829791069031,0.5048448443412781,0.6933140754699707,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6857680082321167,0.7666666507720947,0.7666666507720947
11,0.5076829791069031,0.5040571093559265,0.6932492256164551,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6858875751495361,0.7666666507720947,0.7666666507720947
12,0.5076829791069031,0.5054994821548462,0.6931766271591187,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6875201463699341,0.7666666507720947,0.7666666507720947
13,0.5076829791069031,0.49857407808303833,0.6931484341621399,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6847887635231018,0.7666666507720947,0.7666666507720947
14,0.5076829791069031,0.5067204236984253,0.6931129097938538,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6885802149772644,0.7666666507720947,0.7666666507720947
15,0.5076829791069031,0.5032660961151123,0.6931349635124207,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6873151063919067,0.7666666507720947,0.7666666507720947
16,0.5076829791069031,0.5063266158103943,0.6931396126747131,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6881765127182007,0.7666666507720947,0.7666666507720947
17,0.5076829791069031,0.5076829791069031,0.6931127905845642,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6860253214836121,0.7666666507720947,0.7666666507720947
18,0.5076829791069031,0.5046440958976746,0.6931202411651611,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6857897043228149,0.7666666507720947,0.7666666507720947
19,0.5076829791069031,0.5078300833702087,0.6931320428848267,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6866467595100403,0.7666666507720947,0.7666666507720947
20,0.5076829791069031,0.5000702142715454,0.6931527256965637,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6846315264701843,0.7666666507720947,0.7666666507720947
21,0.5076829791069031,0.5026015639305115,0.6931451559066772,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6830809116363525,0.7666666507720947,0.7666666507720947
22,0.5076829791069031,0.5066615343093872,0.693053662776947,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6883329153060913,0.7666666507720947,0.7666666507720947
23,0.5076829791069031,0.5007450580596924,0.6931360363960266,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.686056911945343,0.7666666507720947,0.7666666507720947
24,0.5076829791069031,0.506456732749939,0.6931227445602417,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6842706799507141,0.7666666507720947,0.7666666507720947
25,0.5076829791069031,0.5068236589431763,0.6931223273277283,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6833997368812561,0.7666666507720947,0.7666666507720947
26,0.5076829791069031,0.5061642527580261,0.6931115984916687,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6856445670127869,0.7666666507720947,0.7666666507720947
27,0.5076829791069031,0.5052757263183594,0.6931674480438232,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6875757575035095,0.7666666507720947,0.7666666507720947
28,0.5076829791069031,0.497977614402771,0.6931651830673218,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6863775849342346,0.7666666507720947,0.7666666507720947
29,0.5076829791069031,0.5026161670684814,0.6931177377700806,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6893271803855896,0.7666666507720947,0.7666666507720947
30,0.5076829791069031,0.5031406879425049,0.6931461095809937,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6867493987083435,0.7666666507720947,0.7666666507720947
31,0.5076829791069031,0.5057960152626038,0.6931352615356445,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6879203915596008,0.7666666507720947,0.7666666507720947
32,0.5076829791069031,0.5061272382736206,0.6931189894676208,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6860944032669067,0.7666666507720947,0.7666666507720947
33,0.5076829791069031,0.5046614408493042,0.6931241750717163,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6851046085357666,0.7666666507720947,0.7666666507720947
34,0.5076829791069031,0.5041919946670532,0.69313645362854,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6857587099075317,0.7666666507720947,0.7666666507720947
35,0.5076829791069031,0.5046422481536865,0.6931307315826416,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6824928522109985,0.7666666507720947,0.7666666507720947
