epoch,accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1
36,0.5076829791069031,0.5039123296737671,0.6931041479110718,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6854755282402039,0.7666666507720947,0.7666666507720947
37,0.5076829791069031,0.5018395781517029,0.6930913925170898,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6834388971328735,0.7666666507720947,0.7666666507720947
38,0.5076829791069031,0.5076829791069031,0.693091630935669,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6824011206626892,0.7666666507720947,0.7666666507720947
39,0.5076829791069031,0.5068178176879883,0.6931089162826538,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6863851547241211,0.7666666507720947,0.7666666507720947
40,0.5076829791069031,0.5027355551719666,0.6931803822517395,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6876132488250732,0.7666666507720947,0.7666666507720947
41,0.5076829791069031,0.5049669742584229,0.6931332349777222,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6846686005592346,0.7666666507720947,0.7666666507720947
42,0.5076829791069031,0.504265546798706,0.6930987238883972,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6828281879425049,0.7666666507720947,0.7666666507720947
43,0.5076829791069031,0.5022959113121033,0.6931535601615906,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6835972666740417,0.7666666507720947,0.7666666507720947
44,0.5076829791069031,0.5022796392440796,0.6931377649307251,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6820122003555298,0.7666666507720947,0.7666666507720947
45,0.5076829791069031,0.5052419900894165,0.6931478381156921,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6828670501708984,0.7666666507720947,0.7666666507720947
46,0.5076829791069031,0.50456303358078,0.6931194067001343,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6824170351028442,0.7666666507720947,0.7666666507720947
47,0.5076829791069031,0.5036755800247192,0.693117618560791,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6846281290054321,0.7666666507720947,0.7666666507720947
48,0.5076829791069031,0.5037555694580078,0.6931309103965759,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6847132444381714,0.7666666507720947,0.7666666507720947
49,0.5076829791069031,0.5044647455215454,0.6931184530258179,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6838715076446533,0.7666666507720947,0.7666666507720947
