epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5034371018409729,0.4979804456233978,0.872940719127655,0.5034371018409729,0.5034371018409729,0.7666666507720947,0.7666666507720947,0.7547313570976257,0.7666666507720947,0.7666666507720947
1,0.5076829791069031,0.5014075636863708,0.7374901175498962,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.7132437825202942,0.7666666507720947,0.7666666507720947
2,0.5076829791069031,0.503190815448761,0.7118715047836304,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.702958345413208,0.7666666507720947,0.7666666507720947
3,0.5068742632865906,0.5040994882583618,0.7025755643844604,0.5068742632865906,0.5068742632865906,0.7666666507720947,0.7666666507720947,0.6911928653717041,0.7666666507720947,0.7666666507720947
4,0.5064698457717896,0.5039982199668884,0.6986292004585266,0.5064698457717896,0.5064698457717896,0.7666666507720947,0.7666666507720947,0.6845518350601196,0.7666666507720947,0.7666666507720947
5,0.5076829791069031,0.504697322845459,0.6968246102333069,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6879158616065979,0.7666666507720947,0.7666666507720947
6,0.5076829791069031,0.5080519914627075,0.6957478523254395,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6848689317703247,0.7666666507720947,0.7666666507720947
7,0.5076829791069031,0.5002976655960083,0.6952294111251831,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6861696243286133,0.7666666507720947,0.7666666507720947
8,0.5076829791069031,0.5000991821289062,0.6947471499443054,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6883327960968018,0.7666666507720947,0.7666666507720947
9,0.5076829791069031,0.5023597478866577,0.6944099068641663,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6881278157234192,0.7666666507720947,0.7666666507720947
10,0.5076829791069031,0.5019582509994507,0.6941323280334473,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6860743165016174,0.7666666507720947,0.7666666507720947
11,0.5076829791069031,0.5025029182434082,0.6939594745635986,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6865946650505066,0.7666666507720947,0.7666666507720947
12,0.5050545930862427,0.5035585165023804,0.693734347820282,0.5050545930862427,0.5050545930862427,0.7666666507720947,0.7666666507720947,0.6828394532203674,0.7666666507720947,0.7666666507720947
13,0.5076829791069031,0.5004000663757324,0.6935655474662781,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.6855838298797607,0.7666666507720947,0.7666666507720947
14,0.5076829791069031,0.5048941373825073,0.6934506893157959,0.5076829791069031,0.5076829791069031,0.7666666507720947,0.7666666507720947,0.686994731426239,0.7666666507720947,0.7666666507720947
